"V1","Vout1"
0.0,0.4
0.01,0.434
0.02,0.435
0.03,0.437
0.04,0.438
0.05,0.44
0.06,0.441
0.07,0.443
0.08,0.444
0.09,0.445
0.1,0.447
0.11,0.448
0.12,0.449
0.13,0.45
0.14,0.452
0.15,0.454
0.16,0.455
0.17,0.457
0.18,0.458
0.19,0.459
0.2,0.46
0.21,0.461
0.22,0.462
0.23,0.464
0.24,0.465
0.25,0.466
0.26,0.468
0.27,0.469
0.28,0.47
0.29,0.472
0.3,0.473
0.31,0.475
0.32,0.476
0.33,0.477
0.34,0.478
0.35,0.48
0.36,0.481
0.37,0.482
0.38,0.483
0.39,0.484
0.4,0.486
0.41,0.487
0.42,0.488
0.43,0.489
0.44,0.491
0.45,0.492
0.46,0.493
0.47,0.495
0.48,0.496
0.49,0.497
0.5,0.499
0.51,0.5
0.52,0.501
0.53,0.503
0.54,0.504
0.55,0.505
0.56,0.506
0.57,0.508
0.58,0.509
0.59,0.51
0.6,0.511
0.61,0.513
0.62,0.514
0.63,0.515
0.64,0.516
0.65,0.517
0.66,0.518
0.67,0.52
0.68,0.521
0.69,0.523
0.7,0.524
0.71,0.525
0.72,0.526
0.73,0.528
0.74,0.529
0.75,0.53
0.76,0.532
0.77,0.533
0.78,0.534
0.79,0.535
0.8,0.537
0.81,0.538
0.82,0.54
0.83,0.541
0.84,0.542
0.85,0.544
0.86,0.545
0.87,0.547
0.88,0.548
0.89,0.549
0.9,0.549
0.91,0.55
0.92,0.552
0.93,0.553
0.94,0.554
0.95,0.556
0.96,0.557
0.97,0.558
0.98,0.56
0.99,0.561
1.0,0.562
1.01,0.564
1.02,0.565
1.03,0.567
1.04,0.568
1.05,0.569
1.06,0.571
1.07,0.572
1.08,0.574
1.09,0.575
1.1,0.577
1.11,0.578
1.12,0.58
1.13,0.581
1.14,0.583
1.15,0.584
1.16,0.585
1.17,0.587
1.18,0.589
1.19,0.59
1.2,0.592
1.21,0.594
1.22,0.596
1.23,0.598
1.24,0.6
1.25,0.602
1.26,0.604
1.27,0.607
1.28,0.61
1.29,0.613
1.3,0.616
1.31,0.619
1.32,0.622
1.33,0.626
1.34,0.63
1.35,0.634
1.36,0.638
1.37,0.642
1.38,0.646
1.39,0.652
1.4,0.656
1.41,0.661
1.42,0.666
1.43,0.672
1.44,0.677
1.45,0.683
1.46,0.688
1.47,0.694
1.48,0.7
1.49,0.707
1.5,0.713
1.51,0.719
1.52,0.725
1.53,0.732
1.54,0.739
1.55,0.745
1.56,0.752
1.57,0.759
1.58,0.766
1.59,0.773
1.6,0.779
1.61,0.786
1.62,0.792
1.63,0.799
1.64,0.806
1.65,0.813
1.66,0.82
1.67,0.827
1.68,0.833
1.69,0.84
1.7,0.847
1.71,0.854
1.72,0.862
1.73,0.869
1.74,0.876
1.75,0.883
1.76,0.89
1.77,0.897
1.78,0.904
1.79,0.911
1.8,0.918
1.81,0.925
1.82,0.933
1.83,0.94
1.84,0.947
1.85,0.954
1.86,0.961
1.87,0.968
1.88,0.976
1.89,0.982
1.9,0.99
1.91,0.997
1.92,1.004
1.93,1.011
1.94,1.019
1.95,1.026
1.96,1.033
1.97,1.04
1.98,1.048
1.99,1.055
2.0,1.062
2.01,1.071
2.02,1.079
2.03,1.086
2.04,1.093
2.05,1.1
2.06,1.108
2.07,1.115
2.08,1.123
2.09,1.13
2.1,1.138
2.11,1.145
2.12,1.153
2.13,1.16
2.14,1.168
2.15,1.176
2.16,1.183
2.17,1.191
2.18,1.198
2.19,1.206
2.2,1.213
2.21,1.221
2.22,1.228
2.23,1.235
2.24,1.243
2.25,1.25
2.26,1.257
2.27,1.265
2.28,1.272
2.29,1.28
2.3,1.287
2.31,1.295
2.32,1.302
2.33,1.31
2.34,1.318
2.35,1.325
2.36,1.333
2.37,1.341
2.38,1.348
2.39,1.356
2.4,1.364
2.41,1.372
2.42,1.379
2.43,1.387
2.44,1.394
2.45,1.402
2.46,1.409
2.47,1.417
2.48,1.425
2.49,1.432
2.5,1.44
2.51,1.448
2.52,1.455
2.53,1.463
2.54,1.47
2.55,1.478
2.56,1.486
2.57,1.493
2.58,1.501
2.59,1.509
2.6,1.517
2.61,1.524
2.62,1.532
2.63,1.54
2.64,1.548
2.65,1.555
2.66,1.563
2.67,1.571
2.68,1.578
2.69,1.586
2.7,1.594
2.71,1.601
2.72,1.609
2.73,1.617
2.74,1.624
2.75,1.632
2.76,1.64
2.77,1.647
2.78,1.655
2.79,1.663
2.8,1.671
2.81,1.678
2.82,1.686
2.83,1.694
2.84,1.702
2.85,1.71
2.86,1.717
2.87,1.725
2.88,1.733
2.89,1.741
2.9,1.748
2.91,1.757
2.92,1.765
2.93,1.772
2.94,1.78
2.95,1.788
2.96,1.796
2.97,1.804
2.98,1.811
2.99,1.819
3.0,1.827
3.01,1.835
3.02,1.843
3.03,1.851
3.04,1.859
3.05,1.867
3.06,1.875
3.07,1.883
3.08,1.891
3.09,1.899
3.1,1.907
3.11,1.915
3.12,1.923
3.13,1.931
3.14,1.939
3.15,1.947
3.16,1.955
3.17,1.963
3.18,1.971
3.19,1.98
3.2,1.988
3.21,1.996
3.22,2.004
3.23,2.096
3.24,2.026
3.25,2.034
3.26,2.042
3.27,2.05
3.28,2.06
3.29,2.066
3.3,2.076
3.31,2.084
3.32,2.092
3.33,2.1
3.34,2.11
3.35,2.118
3.36,2.128
3.37,2.138
3.38,2.146
3.39,2.156
3.4,2.166
3.41,2.176
3.42,2.188
3.43,2.2
3.44,2.212
3.45,2.226
3.46,2.244
3.47,2.264
3.48,2.304
3.49,3.112
3.5,4.08
3.51,5.2
3.52,4.965
3.53,4.98
3.54,4.995
3.55,5.0
3.56,5.01
3.57,5.015
3.58,5.02
3.59,5.02
3.6,5.025
3.61,5.03
3.62,5.03
3.63,5.03
3.64,5.03
3.65,5.035
3.66,5.035
3.67,5.035
3.68,5.035
3.69,5.035
3.7,5.035
3.71,5.035
3.72,5.035
3.73,5.035
3.74,5.035
3.75,5.035
3.76,5.035
3.77,5.035
3.78,5.035
3.79,5.035
3.8,5.035
3.81,5.035
3.82,5.035
3.83,5.035
3.84,5.035
3.85,5.035
3.86,5.035
3.87,5.035
3.88,5.035
3.89,5.035
3.9,5.035
3.91,5.035
3.92,5.035
3.93,5.035
3.94,5.035
3.95,5.035
3.96,5.035
3.97,5.035
3.98,5.035
3.99,5.035
4.0,5.035
4.01,5.04
4.02,5.035
4.03,5.035
4.04,5.035
4.05,5.035
4.06,5.035
4.07,5.035
4.08,5.035
4.09,5.035
4.1,5.035
4.11,5.035
4.12,5.035
4.13,5.035
4.14,5.035
4.15,5.035
4.16,5.035
4.17,5.035
4.18,5.035
4.19,5.035
4.2,5.035
4.21,5.035
4.22,5.035
4.23,5.035
4.24,5.035
4.25,5.035
4.26,5.035
4.27,5.035
4.28,5.035
4.29,5.035
4.3,5.035
4.31,5.035
4.32,5.035
4.33,5.035
4.34,5.035
4.35,5.035
4.36,5.035
4.37,5.035
4.38,5.035
4.39,5.035
4.4,5.035
4.41,5.035
4.42,5.035
4.43,5.035
4.44,5.035
4.45,5.035
4.46,5.04
4.47,5.035
4.48,5.035
4.49,5.035
4.5,5.035
4.51,5.035
4.52,5.04
4.53,5.035
4.54,5.035
4.55,5.035
4.56,5.04
4.57,5.035
4.58,5.035
4.59,5.035
4.6,5.04
4.61,5.04
4.62,5.035
4.63,5.04
4.64,5.035
4.65,5.035
4.66,5.035
4.67,5.04
4.68,5.04
4.69,5.04
4.7,5.035
4.71,5.035
4.72,5.035
4.73,5.035
4.74,5.035
4.75,5.035
4.76,5.035
4.77,5.035
4.78,5.04
4.79,5.04
4.8,5.04
4.81,5.04
4.82,5.04
4.83,5.035
4.84,5.04
4.85,5.04
4.86,5.04
4.87,5.04
4.88,5.04
4.89,5.04
4.9,5.04
4.91,5.04
4.92,5.04
4.93,5.035
4.94,5.035
4.95,5.04
4.96,5.04
4.97,5.04
4.98,5.04
4.99,5.04
5.0,5.04
